level_0,index,Player,Age,Matches Played,Start,Minutes,Goals,Assists,Penalties Made,Yellow Cards,Red Cards,Shots,Shots On Target,Shots On Target %,Goals Per Shot,Goals Per Shot On Target,Average Shot Distance,Shots From Freekicks,Passes Completed,Passes,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Shot-Creating Actions,Shot-Creating Actions/90,SCA Pass Live,SCA Pass Dead,SCA Take-ons,SCA Shots,SCA Fouls,SCA Defense,Goal-Creating Actions,Goal-Creating Actions/90,Goal Pass Live,Goal Pass Dead,Goal Take-ons,Goal Shots,Goal Fouls,Goal Defense,Tackles,Tackles Won,Challenges,Successful Challenge %,Blocks,Interceptions,Tackles + Interceptions,Clearances,Errors,Club,Position,Nation,Value
1068,18,Ashley Young,37,29,23,"2,036",1.0,0.0,0.0,7.0,0.0,15,3,20.0,0.07,0.33,25.1,0.0,897.0,1188.0,75.5,16006.0,6166.0,40.0,1.77,34.0,3.0,2.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,50.0,27,37.0,75.5,25.0,21,71.0,65.0,0.0,Everton FC,Defender,England,-400000.0
1070,794,Carlinhos,28,9,8,683,0.0,0.0,0.0,2.0,0.0,13,3,23.1,0.0,0.0,29.3,1.0,344.0,411.0,83.7,6230.0,2197.0,17.0,2.24,13.0,4.0,0.0,0.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,11.0,9,7.0,63.6,8.0,1,12.0,5.0,0.0,Portimonense SC,midfield,Brazil,-400000.0
1072,379,Marco D'Alessandro,31,8,3,290,0.0,0.0,0.0,2.0,0.0,4,1,25.0,0.0,0.0,16.1,0.0,79.0,115.0,68.7,1182.0,302.0,8.0,2.49,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4,2.0,40.0,2.0,1,5.0,3.0,0.0,AC Monza,Attack,Italy,-400000.0
1087,388,Jeffrey Gouweleeuw,31,32,32,"2,795",0.0,1.0,0.0,12.0,0.0,15,4,26.7,0.0,0.0,15.4,0.0,1036.0,1481.0,70.0,22964.0,9746.0,35.0,1.13,24.0,3.0,3.0,4.0,0.0,1.0,3.0,0.1,1.0,0.0,0.0,2.0,0.0,0.0,42.0,27,24.0,49.0,41.0,50,92.0,141.0,2.0,FC Augsburg,Defender,Netherlands,-500000.0
1100,1232,Lorenzo Montipo,26,37,37,"3,330",0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,745.0,1192.0,62.5,29263.0,24967.0,12.0,0.32,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1.0,26.0,3.0,Hellas Verona,Goalkeeper,Italy,-500000.0
1074,1895,Asier Villalibre,24,5,1,97,0.0,0.0,0.0,0.0,0.0,4,1,25.0,0.0,0.0,11.6,0.0,11.0,18.0,61.1,163.0,39.0,3.0,2.73,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,Athletic Bilbao,Attack,Spain,-500000.0
1075,915,Mattia Valoti,28,16,4,453,0.0,0.0,0.0,1.0,0.0,2,1,50.0,0.0,0.0,9.0,0.0,122.0,166.0,73.5,2009.0,466.0,7.0,1.39,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10,5.0,31.3,13.0,3,20.0,6.0,0.0,AC Monza,midfield,Italy,-500000.0
1076,413,Ruben Alcaraz,31,31,22,"2,043",3.0,0.0,2.0,11.0,1.0,31,4,12.9,0.03,0.25,23.5,3.0,827.0,1046.0,79.1,16517.0,4831.0,47.0,2.07,34.0,9.0,1.0,1.0,2.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,43.0,31,19.0,35.2,23.0,19,62.0,37.0,0.0,Cádiz CF,midfield,Spain,-500000.0
1080,1974,Elvis Rexhbecaj,24,31,30,"2,524",0.0,0.0,0.0,6.0,0.0,16,5,31.3,0.0,0.0,27.0,0.0,622.0,911.0,68.3,11034.0,3474.0,39.0,1.39,31.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,30,29.0,49.2,40.0,17,68.0,40.0,0.0,FC Augsburg,midfield,Germany,-500000.0
1078,1023,Grischa Promel,27,18,17,"1,454",1.0,1.0,0.0,4.0,0.0,24,5,20.8,0.04,0.2,16.2,0.0,363.0,473.0,76.7,5687.0,1378.0,20.0,1.24,12.0,1.0,0.0,2.0,3.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,27.0,19,9.0,36.0,22.0,8,35.0,23.0,0.0,TSG 1899 Hoffenheim,midfield,Germany,-500000.0
1079,1029,Jean-Charles Castelletto,27,32,30,"2,568",0.0,0.0,0.0,3.0,0.0,9,3,33.3,0.0,0.0,13.4,0.0,1130.0,1373.0,82.3,21032.0,8232.0,23.0,0.81,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26,22.0,61.1,35.0,58,101.0,90.0,0.0,FC Nantes,Defender,Cameroon,-500000.0
1081,1049,Alberto Grassi,27,25,14,"1,194",0.0,0.0,0.0,3.0,0.0,10,3,30.0,0.0,0.0,15.7,0.0,453.0,559.0,81.0,6919.0,2055.0,13.0,0.98,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,26.0,21,15.0,62.5,23.0,27,53.0,45.0,0.0,FC Empoli,midfield,Italy,-500000.0
1082,992,Wesley Said,27,21,6,644,5.0,0.0,0.0,2.0,0.0,27,10,37.0,0.19,0.5,14.5,0.0,155.0,195.0,79.5,2247.0,565.0,23.0,3.21,11.0,0.0,9.0,3.0,0.0,0.0,3.0,0.42,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1,2.0,33.3,4.0,1,5.0,2.0,0.0,RC Lens,Attack,France,-500000.0
1083,386,Lukasz Skorupski,31,37,37,"3,330",0.0,0.0,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,957.0,1216.0,78.7,24937.0,16773.0,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,50.0,0.0,0,2.0,19.0,2.0,Bologna FC 1909,Goalkeeper,Poland,-500000.0
1085,2615,Liberato Cacace,21,12,5,587,0.0,0.0,0.0,1.0,0.0,7,1,14.3,0.0,0.0,19.7,0.0,338.0,424.0,79.7,5441.0,1880.0,23.0,3.53,13.0,3.0,2.0,4.0,0.0,1.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,25.0,10,9.0,60.0,15.0,4,29.0,16.0,0.0,FC Empoli,Defender,New Zealand,-500000.0
1086,984,Jean-Eudes Aholou,28,30,16,"1,300",3.0,1.0,0.0,4.0,1.0,21,8,38.1,0.14,0.38,25.0,0.0,447.0,592.0,75.5,7451.0,2109.0,28.0,1.94,21.0,1.0,0.0,1.0,2.0,3.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,34.0,20,12.0,38.7,25.0,24,58.0,15.0,0.0,RC Strasbourg Alsace,midfield,Cote d'Ivoire,-500000.0
1077,2617,Roberto Piccoli,21,13,6,516,2.0,0.0,0.0,0.0,0.0,12,6,50.0,0.17,0.33,15.5,0.0,62.0,97.0,63.9,751.0,164.0,9.0,1.57,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,4.0,1,2.0,9.0,0.0,FC Empoli,Attack,Italy,-500000.0
1088,2003,Rogerio,24,36,34,"2,996",0.0,3.0,0.0,5.0,1.0,15,5,33.3,0.0,0.0,23.4,0.0,1644.0,2038.0,80.7,28400.0,11170.0,74.0,2.22,62.0,6.0,1.0,1.0,4.0,0.0,6.0,0.18,5.0,0.0,0.0,0.0,1.0,0.0,37.0,21,17.0,48.6,32.0,37,74.0,70.0,0.0,US Sassuolo,Defender,Brazil,-500000.0
1073,377,Sebastian Rode,31,27,19,"1,414",4.0,1.0,0.0,6.0,0.0,9,4,44.4,0.44,1.0,18.7,0.0,711.0,857.0,83.0,11453.0,3658.0,32.0,2.04,29.0,0.0,0.0,1.0,2.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,38.0,24,14.0,31.1,18.0,16,54.0,12.0,0.0,Eintracht Frankfurt,midfield,Germany,-500000.0
1090,1251,Maximilian Wittek,26,31,31,"2,715",3.0,7.0,0.0,9.0,1.0,75,19,25.3,0.04,0.16,25.6,14.0,1197.0,1748.0,68.5,21412.0,8553.0,147.0,4.87,47.0,77.0,4.0,13.0,3.0,3.0,12.0,0.4,4.0,5.0,0.0,1.0,1.0,1.0,74.0,50,39.0,50.6,30.0,26,100.0,62.0,0.0,Vitesse Arnhem,Defender,Germany,-500000.0
1091,134,Damian Suarez,34,28,26,"1,946",1.0,1.0,0.0,7.0,0.0,6,1,16.7,0.17,1.0,19.0,0.0,649.0,962.0,67.5,11863.0,5603.0,47.0,2.17,29.0,16.0,1.0,0.0,1.0,0.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0,49.0,33,26.0,54.2,40.0,15,64.0,36.0,0.0,Getafe CF,Defender,Uruguay,-500000.0
1092,283,Oliver Baumann,32,34,34,"3,060",0.0,0.0,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1068.0,1417.0,75.4,29033.0,20956.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,15.0,1.0,TSG 1899 Hoffenheim,Goalkeeper,Germany,-500000.0
1099,2188,Oier Zarraga,23,26,6,852,0.0,0.0,0.0,5.0,0.0,18,5,27.8,0.0,0.0,24.6,0.0,294.0,379.0,77.6,4675.0,1201.0,25.0,2.65,17.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9,8.0,40.0,7.0,10,24.0,5.0,0.0,Udinese Calcio,midfield,Spain,-500000.0
1093,1786,Paul Akouokou,24,12,3,447,0.0,0.0,0.0,3.0,0.0,3,1,33.3,0.0,0.0,19.2,0.0,160.0,174.0,92.0,2670.0,645.0,2.0,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9,13.0,65.0,2.0,12,28.0,17.0,1.0,Real Betis Balompié,midfield,Cote d'Ivoire,-500000.0
1094,282,Robin Olsen,32,4,2,281,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,74.0,131.0,56.5,2049.0,1522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,Aston Villa,Goalkeeper,Sweden,-500000.0
1095,273,Ben Mee,32,37,37,"3,269",3.0,1.0,0.0,2.0,0.0,28,7,25.0,0.11,0.43,10.3,0.0,1348.0,1761.0,76.5,25834.0,10693.0,33.0,0.91,23.0,0.0,1.0,7.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,45.0,24,20.0,54.1,54.0,48,93.0,122.0,1.0,Brentford FC,Defender,England,-500000.0
1096,951,Fali,28,25,22,"1,714",0.0,0.0,0.0,6.0,0.0,9,0,0.0,0.0,0.0,16.6,0.0,455.0,593.0,76.7,10475.0,4321.0,11.0,0.58,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,27.0,19,18.0,62.1,24.0,13,40.0,70.0,1.0,Cádiz CF,Defender,Spain,-500000.0
1097,1758,Yann Karamoh,24,21,7,716,4.0,0.0,0.0,2.0,0.0,20,12,60.0,0.2,0.33,15.5,0.0,163.0,216.0,75.5,2385.0,407.0,22.0,2.77,17.0,0.0,3.0,1.0,1.0,0.0,3.0,0.38,1.0,0.0,2.0,0.0,0.0,0.0,5.0,2,1.0,20.0,5.0,0,5.0,2.0,1.0,Torino FC,Attack,Cote d'Ivoire,-500000.0
1098,832,Julien Laporte,28,20,19,"1,654",0.0,0.0,0.0,1.0,0.0,6,2,33.3,0.0,0.0,14.8,0.0,681.0,799.0,85.2,14120.0,4913.0,9.0,0.49,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16,16.0,72.7,33.0,18,40.0,108.0,2.0,FC Lorient,Defender,France,-500000.0
1089,498,Andre Ramalho,30,28,20,"1,832",0.0,0.0,0.0,2.0,0.0,14,2,14.3,0.0,0.0,14.1,0.0,1216.0,1394.0,87.2,24095.0,9940.0,15.0,0.74,13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,30.0,17,15.0,65.2,29.0,25,55.0,72.0,2.0,PSV Eindhoven,Defender,Brazil,-500000.0
1115,2158,Mark Travers,23,12,11,"1,035",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,281.0,368.0,76.4,7963.0,5655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,6.0,0.0,AFC Bournemouth,Goalkeeper,Ireland,-500000.0
1101,2857,Rafael Brito,20,13,7,636,0.0,0.0,0.0,6.0,0.0,4,0,0.0,0.0,0.0,22.9,0.0,237.0,303.0,78.2,4724.0,1444.0,16.0,2.26,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11,13.0,56.5,12.0,10,32.0,8.0,0.0,Casa Pia AC,midfield,Portugal,-500000.0
1084,365,Juan Jesus,31,15,10,933,1.0,0.0,0.0,2.0,0.0,5,1,20.0,0.2,1.0,17.3,0.0,669.0,742.0,90.2,12151.0,4256.0,13.0,1.25,10.0,0.0,0.0,2.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11,9.0,75.0,18.0,10,26.0,29.0,0.0,SSC Napoli,Defender,Brazil,-500000.0
1103,1303,Unai Lopez,26,34,12,"1,254",1.0,2.0,0.0,2.0,0.0,26,10,38.5,0.04,0.1,26.5,2.0,745.0,929.0,80.2,13818.0,3802.0,48.0,3.44,35.0,9.0,0.0,1.0,2.0,1.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,32.0,20,13.0,35.1,12.0,15,47.0,6.0,1.0,Rayo Vallecano,midfield,Spain,-500000.0
1119,1107,Jeremy Toljan,27,31,29,"2,672",0.0,1.0,0.0,3.0,0.0,5,0,0.0,0.0,0.0,18.1,0.0,1363.0,1610.0,84.7,21955.0,8084.0,42.0,1.41,41.0,1.0,0.0,0.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,36.0,23,22.0,66.7,31.0,18,54.0,60.0,1.0,US Sassuolo,Defender,Germany,-500000.0
1102,2192,Youssef Maleh,23,7,4,297,0.0,0.0,0.0,2.0,0.0,7,0,0.0,0.0,0.0,15.9,0.0,95.0,116.0,81.9,1462.0,376.0,7.0,2.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,5.0,1,4.0,3.0,0.0,US Lecce,midfield,Morocco,-500000.0
1105,168,Mats Hummels,33,30,24,"2,018",1.0,0.0,0.0,4.0,0.0,17,3,17.6,0.06,0.33,10.2,0.0,1468.0,1677.0,87.5,31464.0,10587.0,41.0,1.83,35.0,1.0,0.0,4.0,0.0,1.0,3.0,0.13,2.0,0.0,0.0,0.0,0.0,1.0,62.0,34,32.0,58.2,30.0,33,95.0,100.0,1.0,Borussia Dortmund,Defender,Germany,-500000.0
1106,1263,Robert Skov,26,23,16,"1,349",3.0,2.0,2.0,1.0,0.0,39,12,30.8,0.03,0.08,22.5,8.0,509.0,728.0,69.9,9105.0,3139.0,46.0,3.07,28.0,8.0,2.0,5.0,3.0,0.0,3.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0,22.0,11,10.0,38.5,22.0,8,30.0,20.0,2.0,TSG 1899 Hoffenheim,midfield,Denmark,-500000.0
1107,677,Gonzalo Escalante,29,14,13,"1,121",4.0,1.0,0.0,4.0,0.0,14,6,42.9,0.29,0.67,12.5,0.0,325.0,433.0,75.1,5212.0,1513.0,25.0,2.01,22.0,0.0,2.0,1.0,0.0,0.0,3.0,0.24,1.0,0.0,1.0,1.0,0.0,0.0,36.0,24,15.0,51.7,18.0,17,53.0,26.0,1.0,Cádiz CF,midfield,Argentina,-500000.0
1108,220,Giacomo Bonaventura,32,30,21,"1,911",5.0,1.0,0.0,4.0,1.0,49,14,28.6,0.1,0.36,19.6,2.0,754.0,916.0,82.3,11960.0,2716.0,78.0,3.68,51.0,6.0,5.0,7.0,8.0,1.0,8.0,0.38,6.0,0.0,1.0,0.0,1.0,0.0,35.0,23,24.0,64.9,14.0,16,51.0,5.0,1.0,ACF Fiorentina,midfield,Italy,-500000.0
1118,880,Javier Manquillo,28,4,0,37,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,82.8,400.0,114.0,1.0,2.43,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.43,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2,2.0,100.0,1.0,1,4.0,1.0,0.0,Newcastle United,Defender,Spain,-500000.0
1110,2242,Ibrahima Kone,23,37,15,"1,577",7.0,1.0,2.0,3.0,0.0,28,13,46.4,0.18,0.38,16.1,0.0,240.0,359.0,66.9,2822.0,790.0,37.0,2.11,30.0,0.0,2.0,3.0,0.0,2.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,24.0,13,5.0,45.5,13.0,4,28.0,18.0,0.0,FC Lorient,Attack,Mali,-500000.0
1112,199,Jasper Cillessen,33,32,32,"2,880",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,747.0,1129.0,66.2,22052.0,17488.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,1.0,13.0,3.0,NEC Nijmegen,Goalkeeper,Netherlands,-500000.0
1113,1797,Uros Racic,24,25,12,"1,120",1.0,0.0,1.0,3.0,0.0,26,4,15.4,0.0,0.0,22.0,3.0,511.0,622.0,82.2,9732.0,2289.0,29.0,2.33,23.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13,9.0,45.0,20.0,20,40.0,27.0,0.0,Valencia CF,midfield,Serbia,-500000.0
1114,2444,Mile Svilar,22,3,3,270,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,49.0,77.0,63.6,1589.0,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,AS Roma,Goalkeeper,Serbia,-500000.0
1116,80,Vicente Guaita,35,27,27,"2,430",0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,610.0,845.0,72.2,15748.0,10443.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,9.0,1.0,Crystal Palace,Goalkeeper,Spain,-500000.0
1117,1475,Atakan Karazor,25,29,22,"1,962",0.0,1.0,0.0,10.0,0.0,6,0,0.0,0.0,0.0,20.9,0.0,945.0,1116.0,84.7,16475.0,4393.0,25.0,1.15,21.0,1.0,0.0,1.0,1.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,49.0,30,24.0,51.1,39.0,31,80.0,44.0,0.0,VfB Stuttgart,midfield,Germany,-500000.0
1109,204,Aridane Hernandez,33,23,20,"1,793",0.0,1.0,0.0,1.0,0.0,5,1,20.0,0.0,0.0,11.0,0.0,745.0,882.0,84.5,15152.0,4941.0,12.0,0.6,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,21.0,15,12.0,48.0,34.0,28,49.0,96.0,1.0,Rayo Vallecano,Defender,Spain,-500000.0
1111,1280,Iddrisu Baba,26,29,20,"1,705",0.0,0.0,0.0,5.0,0.0,12,2,16.7,0.0,0.0,24.0,0.0,476.0,584.0,81.5,8907.0,2460.0,13.0,0.67,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,31.0,17,15.0,46.9,18.0,11,42.0,39.0,0.0,RCD Mallorca,midfield,Ghana,-500000.0
1120,22,Steve Mandanda,37,34,34,"3,014",0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,919.0,1216.0,75.6,25001.0,17025.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,9.0,3.0,Stade Rennais FC,Goalkeeper,France,-500000.0
1104,661,Patric,29,18,16,"1,413",0.0,0.0,0.0,1.0,0.0,2,1,50.0,0.0,0.0,21.9,0.0,947.0,1063.0,89.1,19277.0,6374.0,6.0,0.38,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11,11.0,68.8,17.0,11,28.0,53.0,1.0,SS Lazio,Defender,Spain,-500000.0
1122,32,Raul Albiol,36,25,24,"2,119",0.0,0.0,0.0,6.0,0.0,2,1,50.0,0.0,0.0,25.2,0.0,1303.0,1472.0,88.5,28074.0,10667.0,12.0,0.51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17,14.0,77.8,17.0,14,39.0,111.0,0.0,Villarreal CF,Defender,Spain,-500000.0
1123,38,Alvaro Negredo,36,21,9,757,1.0,2.0,0.0,0.0,0.0,22,7,31.8,0.05,0.14,16.8,0.0,106.0,173.0,61.3,1766.0,383.0,21.0,2.49,13.0,0.0,3.0,3.0,1.0,1.0,4.0,0.47,2.0,0.0,1.0,1.0,0.0,0.0,5.0,4,2.0,100.0,4.0,0,5.0,8.0,0.0,Cádiz CF,Attack,Spain,-500000.0
1124,332,Borja Garcia,31,11,10,679,1.0,0.0,0.0,1.0,0.0,8,3,37.5,0.13,0.33,20.9,0.0,217.0,281.0,77.2,3113.0,857.0,17.0,2.26,12.0,1.0,2.0,1.0,1.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,10.0,4,2.0,22.2,3.0,5,15.0,6.0,1.0,Girona FC,midfield,Spain,-500000.0
1131,572,Stefan Bell,30,30,26,"2,395",0.0,1.0,0.0,9.0,0.0,7,2,28.6,0.0,0.0,10.4,0.0,945.0,1248.0,75.7,18036.0,8543.0,17.0,0.64,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0,43.0,28,22.0,50.0,42.0,44,87.0,133.0,0.0,1.FSV Mainz 05,Defender,Germany,-500000.0
1125,3034,Gabriel Vidovic,18,25,14,"1,214",4.0,0.0,0.0,1.0,0.0,22,10,45.5,0.18,0.4,18.0,0.0,296.0,351.0,84.3,4354.0,851.0,41.0,3.03,27.0,0.0,6.0,2.0,6.0,0.0,2.0,0.15,1.0,0.0,1.0,0.0,0.0,0.0,10.0,5,3.0,37.5,7.0,7,17.0,2.0,0.0,Bayern Munich,Attack,Croatia,-500000.0
1126,1845,Mostafa Mohamed,24,36,18,"1,939",8.0,2.0,0.0,1.0,0.0,58,24,41.4,0.14,0.33,14.2,0.0,215.0,351.0,61.3,3003.0,648.0,37.0,1.72,22.0,0.0,3.0,8.0,4.0,0.0,6.0,0.28,4.0,0.0,0.0,1.0,1.0,0.0,18.0,13,9.0,45.0,23.0,10,28.0,33.0,0.0,FC Nantes,Attack,Egypt,-500000.0
1127,46,Andrea Consigli,35,35,35,"3,150",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1130.0,1427.0,79.2,31355.0,20598.0,6.0,0.17,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,1.0,13.0,3.0,US Sassuolo,Goalkeeper,Italy,-500000.0
1128,2137,Delano Burgzorg,23,13,0,244,0.0,1.0,0.0,2.0,0.0,4,2,50.0,0.0,0.0,25.1,0.0,40.0,55.0,72.7,473.0,76.0,5.0,1.84,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.74,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3,2.0,66.7,2.0,0,3.0,2.0,0.0,1.FSV Mainz 05,Attack,Netherlands,-500000.0
1129,2806,Henrique Araujo,20,5,0,71,0.0,0.0,0.0,0.0,0.0,3,1,33.3,0.0,0.0,8.9,0.0,15.0,19.0,78.9,265.0,58.0,2.0,2.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,SL Benfica,Attack,Portugal,-500000.0
1130,1286,Mihailo Ristic,26,7,1,117,1.0,1.0,0.0,0.0,0.0,4,1,25.0,0.25,1.0,22.9,1.0,108.0,127.0,85.0,1684.0,400.0,4.0,3.1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.0,100.0,3.0,2,4.0,1.0,0.0,SL Benfica,Defender,Serbia,-500000.0
1121,1116,Jhonder Cadiz,27,24,14,"1,326",4.0,3.0,0.0,0.0,1.0,46,20,43.5,0.09,0.2,12.9,0.0,189.0,285.0,66.3,2663.0,574.0,37.0,2.52,24.0,0.0,1.0,8.0,4.0,0.0,3.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0,6.0,5,2.0,22.2,4.0,3,9.0,22.0,0.0,FC Famalicão,Attack,Venezuela,-500000.0
1133,2153,Emil Bohinen,23,24,9,832,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,25.9,0.0,404.0,479.0,84.3,5591.0,1452.0,17.0,1.85,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13,12.0,52.2,25.0,17,42.0,21.0,0.0,US Salernitana 1919,midfield,Norway,-600000.0
1132,1686,Manu Vallejo,25,7,2,206,0.0,1.0,0.0,0.0,0.0,1,1,100.0,0.0,0.0,12.6,0.0,68.0,89.0,76.4,1029.0,232.0,10.0,4.37,6.0,0.0,0.0,1.0,3.0,0.0,4.0,1.75,1.0,0.0,0.0,0.0,3.0,0.0,4.0,1,1.0,16.7,2.0,1,5.0,3.0,0.0,Girona FC,Attack,Spain,-600000.0
