Players,Values
Mike Trésor,€3.00m 
Jay-Dee Geusens,€250k 
Bilal El Khannouss,€100k 
Junya Ito,€7.50m 
Théo Bongonda,€7.00m 
Joseph Paintsil,€2.50m 
Kelvin John,€200k 
Paul Onuachu,€17.00m 
Cyriel Dessers,€6.00m 
Iké Ugbo,€5.00m 
András Németh,€500k 
Sinan Bolat,€1.50m 
Davy Roef,€1.50m 
Louis Fortin,€50k 
Jordan Torunarigha,€5.00m 
Joseph Okumu,€4.50m 
Andreas Hanche-Olsen,€4.00m 
Michael Ngadeu,€3.50m 
Bruno Godeau,€600k 
Ibrahima Cissé,€200k 
Núrio Fortuna,€3.00m 
Christopher Operi,€500k 
Cederick Van Daele,€25k 
Julien De Sart,€3.00m 
Elisha Owusu,€2.50m 
Sulayman Marreh,€400k 
Adewale Oladoye,€200k 
Vadis Odjidja-Ofoe,€1.30m 
Sven Kums,€800k 
Wouter George,€150k 
Alessio Castro-Montes,€4.20m 
Matisse Samoise,€4.00m 
Andrew Hjulsager,€2.50m 
Giorgi Chakvetadze,€2.00m 
Roman Bezus,€1.50m 
Tarik Tissoudali,€7.50m 
Vakoun Bayo,€3.20m 
Gianni Bruno,€1.30m 
Laurent Depoitre,€800k 
Darko Lemajic,€650k 
Yonas Malede,€500k 
Ilombe Mboyo,€250k 
Chinonso Emeka,€150k 
Jean Butez,€4.00m 
Ortwin De Wolf,€550k 
Davor Matijas,€150k 
Björn Engels,€3.00m 
Abdoulaye Seck,€3.00m 
Dorian Dessoleil,€2.50m 
Willian Pacho,€2.20m 
Dinis Almeida,€1.00m 
Moustafa Ava Dongo,€150k 
Sam Vines,€1.80m 
Yassine Ben Hamed,€150k 
Aurélio Buta,€3.00m 
Jelle Bataille,€2.00m 
Ritchie De Laet,€1.00m 
Robbe Quirynen,€300k 
Birger Verstraete,€2.80m 
Frank Boya,€650k 
Alhassan Yusuf,€2.20m 
Radja Nainggolan,€2.00m 
Pieter Gerkens,€2.00m 
Pierre Dwomoh,€2.00m 
Alexis De Sart,€1.00m 
Louis Verstraete,€400k 
Faris Haroun,€100k 
Koji Miyoshi,€2.50m 
Sander Coopman,€350k 
Michel-Ange Balikwisha,€4.00m 
Viktor Fischer,€2.50m 
Nana Ampomah,€350k 
Benson Manuel Hedilazio,€3.00m 
Nill De Pauw,€300k 
Bruny Nsimba,€150k 
Michael Frey,€5.00m 
Ally Samatta,€3.00m 
Johannes Eggestein,€1.80m 
Emanuel Emegha,€900k 
Abderahmane Soussi,€100k 
Hendrik Van Crombrugge,€5.50m 
Bart Verbruggen,€750k 
Colin Coosemans,€300k 
Rik Vercauteren,€100k 
Taylor Harwood-Bellis,€7.00m 
Wesley Hoedt,€5.00m 
Hannes Delcroix,€3.50m 
Lisandro Magallán,€2.50m 
Zeno Debast,€2.00m 
Lucas Lissens,€600k 
Sergio Gómez,€10.00m 
Bogdan Mykhaylichenko,€1.50m 
Michael Murillo,€3.50m 
Killian Sardella,€1.60m 
Marco Kana,€4.00m 
Josh Cullen,€5.00m 
Majeed Ashimeru,€3.50m 
Kristoffer Olsson,€3.00m 
Kristian Arnstad,€1.00m 
Yari Verschaeren,€13.00m 
Anouar Ait El Hadj,€4.00m 
Lior Refaelov,€800k 
Francis Amuzu,€5.50m 
Mo Dauda,€1.20m 
Zakaria Bakkali,€250k 
Mustapha Bundu,€1.00m 
Mario Stroeykens,€1.00m 
Joshua Zirkzee,€11.00m 
Christian Kouamé,€9.00m 
Benito Raman,€3.00m 
Isaac Kiese Thelin,€2.50m 
Antoine Colassin,€450k 
Anthony Moris,€1.50m 
Lucas Pirard,€400k 
Tibo Herbots,€50k 
Kerian Atheba,€25k 
Siebe Van Der Heyden,€3.00m 
Ismaël Kandouss,€1.70m 
Christian Burgess,€1.50m 
Koki Machida,€1.50m 
Jonas Bager,€1.20m 
Matthew Sorinola,€350k 
Bart Nieuwkoop,€2.50m 
Guillaume François,€300k 
Zacarias Antonio,€25k 
Damien Marcq,€350k 
Kacper Kozlowski,€8.00m 
Casper Nielsen,€5.50m 
Teddy Teuma,€2.50m 
Cameron Puertas,€1.70m 
Lazare Amani,€1.50m 
Senne Lynen,€900k 
Lorenzo Paolucci,€150k 
Loïc Lapoussin,€2.80m 
Marcel Lewis,€150k 
Kaoru Mitoma,€2.50m 
Ilyes Ziani,€100k 
Pedro Lubamba,€25k 
Deniz Undav,€8.00m 
Dante Vanzeir,€5.50m 
Álex Millán,€600k 
Felipe Avenatti,€500k 
Arnaud Bodart,€4.00m 
Laurent Henkinet,€450k 
Matthieu Epolo,€100k 
Merveille Bokadi,€3.00m 
Konstantinos Laifis,€2.20m 
Ameen Al-Dakhil,€1.20m 
Moussa Sissako,€1.20m 
Noë Dussenne,€800k 
Nathan Ngoy,€450k 
Niels Nkounkou,€2.20m 
Nicolas Gavory,€1.50m 
Alexandro Calut,€500k 
Hugo Siquet,€5.50m 
Gilles Dewaele,€1.40m 
Collins Fai,€900k 
Gojko Cimirot,€1.50m 
Joachim Van Damme,€500k 
Daouda Peeters,€500k 
Damjan Pavlovic,€450k 
Nicolas Raskin,€5.00m 
Samuel Bastien,€2.20m 
Eden Shamir,€800k 
Olivier Dumont,€100k 
Selim Amallah,€5.00m 
Hamza Rafia,€500k 
William Balikwisha,€150k 
Mathieu Cafaro,€4.00m 
Aron Dönnum,€1.20m 
Maxime Lestienne,€900k 
Mehdi Carcela-González,€500k 
Aleksandar Boljevic,€400k 
Jackson Muleka,€5.00m 
João Klauss,€3.00m 
Renaud Emond,€1.20m 
Abdoul Tapsoba,€1.00m 
Denis Dragus,€900k 
Camil Mmaee,€25k 
Hervé Koffi,€2.00m 
Bingourou Kamara,€600k 
Didier Desprez,€300k 
Matteo Chiacig,€25k 
Dorian Dessoleil,€2.50m 
Stelios Andreou,€1.20m 
Stefan Knezevic,€900k 
Loïc Bessilé,€800k 
Valentine Ozornwafor,€750k 
Martin Wasinski,€700k 
Ben Karamoko,€300k 
Mehdi Boukamir,€25k 
Joris Kayembe,€3.00m 
Jules Van Cleemput,€1.00m 
Marco Ilaimaharitra,€2.50m 
Aboubakar Keita,€300k 
Guillaume Gillet,€50k 
Adem Zorgane,€4.00m 
Gaëtan Hendrickx,€400k 
Kilian Lokembo Lokaso,€100k 
Karim Zedadka,€350k 
Ryota Morioka,€2.00m 
Daan Heymans,€1.20m 
Amine Benchaib,€600k 
Anass Zaroury,€1.20m 
Ali Gholizadeh,€3.00m 
Isaac Mbenza,€2.50m 
Mamadou Fall,€2.00m 
Jackson Tchatchoua,€2.00m 
Ken Nkuba,€700k 
Shamar Nicholson,€7.50m 
Vakoun Bayo,€3.20m 
Youssouph Badji,€2.00m 
Chris Bedia,€1.10m 
Nauris Petkevicius,€300k 
Anthony Descotte,€200k 
Thomas Didillon,€1.30m 
Warleson,€250k 
Sébastien Bruzzese,€100k 
Jesper Daland,€2.00m 
Edgaras Utkus,€800k 
Boris Popovic,€750k 
David Sousa,€550k 
Serge-Philippe Raux Yao,€450k 
Arne Cassaert,€100k 
Senna Miangue,€800k 
Alexander Corryn,€350k 
Vitinho,€1.00m 
Robbe Decostere,€600k 
Charles Vanhoutte,€800k 
Hannes Van Der Bruggen,€750k 
Leonardo Lopes,€2.00m 
Franck Kanouté,€600k 
Andi Koshi,€100k 
Olivier Deman,€1.30m 
Dimitar Velkovski,€650k 
Dino Hotic,€2.00m 
Waldo Rubio,€800k 
Rabbi Matondo,€4.00m 
Thibo Somers,€1.00m 
Kévin Denkey,€900k 
Álex Millán,€600k 
Silvère Ganvoula,€600k 
Aske Sampers,€150k 
Rúnar Alex Rúnarsson,€1.20m 
Rafael Romo,€450k 
Kawin Thamsatchanan,€200k 
Oregan Ravet,€50k 
Cenk Özkacar,€2.00m 
Soufiane Chakla,€800k 
Sébastien Dewaest,€700k 
Pierre-Yves Ngawa,€400k 
Dylan Ouedraogo,€250k 
Toon Raemaekers,€200k 
Scotty Sadzoute,€500k 
Barnabás Bese,€400k 
Thibault Vlietinck,€400k 
Louis Patris,€400k 
Mandela Keita,€2.00m 
Kristiyan Malinov,€1.00m 
Cedrik Gbo,€250k 
Siebe Schrijvers,€2.00m 
Casper De Norre,€1.30m 
Alexis De Sart,€1.00m 
Mathieu Maertens,€1.50m 
Xavier Mercier,€1.30m 
Jo Gilis,€200k 
Isaac Asante,€150k 
Yanick Aguemon,€200k 
Mousa Al-Tamari,€1.20m 
Levan Shengelia,€1.00m 
Jesse Sekidika,€650k 
Thomas Henry,€5.00m 
Sory Kaba,€2.50m 
Kaveh Rezaei,€900k 
Mykola Kukharevych,€400k 
Daan Vekemans,€200k 
Arthur Allemeersch,€150k 
Gaëtan Coucke,€1.20m 
Yannick Thoelen,€400k 
Maxime Wenssens,€50k 
Senne Carleer,€25k 
Rick van Drongelen,€1.50m 
Jordi Vanlerberghe,€1.30m 
Alec Van Hoorenbeeck,€700k 
Thibaut Peyre,€600k 
Sheldon Bateau,€400k 
Rune Paeshuyse,€100k 
Lucas Bijker,€700k 
Dylan Dassy,€25k 
Sandy Walsh,€1.80m 
Iebe Swers,€400k 
Vini Souza,€4.50m 
Samuel Oum Gouet,€2.00m 
Dries Wouters,€600k 
Joachim Van Damme,€500k 
Rob Schoofs,€2.50m 
Jannes Van Hecke,€350k 
Bas Van den Eynden,€200k 
Kerim Mrabti,€3.50m 
Onur Kaya,€150k 
Nikola Storm,€4.50m 
Maryan Shved,€900k 
Geoffry Hairemans,€750k 
Niklo Dailly,€100k 
Hugo Cuypers,€3.00m 
Ferdy Druijf,€1.50m 
Élie Youan,€1.00m 
Gustav Engvall,€450k 
Igor de Camargo,€100k 
Marko Ilic,€1.20m 
Joris Delle,€250k 
Maxim Deman,€50k 
Aleksandar Radovanovic,€1.20m 
Trent Sainsbury,€750k 
Tsuyoshi Watanabe,€650k 
Lucas Rougeaux,€600k 
Nihad Mujakic,€400k 
Timothy Derijck,€200k 
Kristof D'Haene,€1.00m 
Bryan Reynolds,€3.50m 
Gilles Dewaele,€1.40m 
Nayel Mehssatou,€600k 
Mathias Fixelles,€700k 
Sambou Sissoko,€350k 
Ante Palaversa,€1.50m 
Victor Torp,€350k 
Kevin Vandendriessche,€350k 
Michiel Jonckheere,€250k 
Tsotne Bendianishvili,€100k 
Abdelkahar Kadri,€2.00m 
Amine Benchaib,€600k 
Alexandre De Bruyn,€400k 
Faïz Selemani,€3.50m 
Marlos Moreno,€900k 
Dylan Mbayo,€700k 
David Henen,€450k 
Eric Ocansey,€400k 
Billal Messaoudi,€600k 
Pape Habib Gueye,€1.50m 
Rachid Alioui,€650k 
Mohamed Badamosi,€400k 
Teddy Chevalier,€300k 
Jesaja Herrmann,€250k 
Jonah Osabutey,€100k 
Luqman Hakim,€100k 
David Jensen,€700k 
Koen Van Langendonck,€100k 
Kristof Van Hout,€50k 
Pieter Caubergh,€25k 
Rubin Seigers,€750k 
Pietro Perdichizzi,€400k 
Noël Soumah,€200k 
Guy Serge Yameogo,€150k 
Maxim De Cuyper,€900k 
Kouya Mabea,€500k 
Edisson Jordanov,€600k 
Léo Seydoux,€250k 
Christoffer Remmer,€125k 
Mathias Fixelles,€700k 
Kader Keita,€625k 
Roman Neustädter,€400k 
Oguz Kagan Güctekin,€350k 
Trésor Mossi,€50k 
Thomas Van den Keybus,€900k 
Lukas Van Eenoo,€600k 
Simon Paulet,€100k 
Mamoutou N'Diaye,€50k 
Tibo Persyn,€700k 
Jan Bernat,€700k 
Wally Fofana,€25k 
Tuur Dierckx,€750k 
Erdon Daci,€900k 
Lyle Foster,€800k 
Kyan Vaesen,€600k 
Igor Vetokele,€200k 
Fernand Gouré,€200k 
Abdul Nurudeen,€600k 
Robin Himmelmann,€300k 
Tom Roufosse,€25k 
Emmanuel Agbadou,€2.50m 
Jordi Amat,€1.00m 
Boris Lambert,€650k 
Jonathan Heris,€450k 
Benoît Poulain,€150k 
Simon Libert,€50k 
Teddy Alloh,€400k 
Sibiry Keita,€300k 
Gary Magnée,€400k 
Andreas Beck,€200k 
Emmanuel Sowah Adjei,€150k 
Edo Kayembe,€3.00m 
James Jeggo,€800k 
Silas Gnaka,€500k 
Jens Cools,€500k 
Stef Peeters,€1.40m 
Jérôme Déom,€500k 
Pierre Ramses Akono,€100k 
Amadou Keita,€50k 
Giannis Konstantelias,€400k 
Torben Müsel,€400k 
Tyreek Magee,€100k 
Isaac Nuhu,€800k 
Carlos Embalo,€300k 
Konan N’Dri,€1.00m 
Smail Prevljak,€2.50m 
Julien Ngoy,€900k 
Leonardo Rocha,€350k 
Mamadou Koné,€250k 
Daniel Schmidt,€800k 
Alessandro Russo,€500k 
Kenny Steppe,€200k 
Wim Vanmarsenille,€100k 
Robert Bauer,€1.50m 
Ameen Al-Dakhil,€1.20m 
Maximiliano Caufriez,€900k 
Dimitri Lavalée,€850k 
Toni Leistner,€750k 
Jonathan Buatu,€700k 
Wolke Janssens,€400k 
Júnior Pius,€400k 
Jorge Teixeira,€150k 
David Mindombe,€25k 
Liberato Cacace,€2.50m 
Ko Matsubara,€400k 
Arnaud Dony,€150k 
Daiki Hashioka,€1.00m 
Chris Durkin,€900k 
Mory Konaté,€900k 
Rocco Reitz,€650k 
Stan Van Dessel,€200k 
Steve De Ridder,€150k 
Shinji Kagawa,€1.00m 
Christian Brüls,€450k 
Jarne Steuckers,€100k 
Mathias Delorge,€50k 
Aboubakary Koita,€700k 
Tatsuya Ito,€600k 
Seung-woo Lee,€525k 
João Klauss,€3.00m 
Yuma Suzuki,€2.00m 
Taichi Hara,€1.30m 
Daichi Hayashi,€1.20m 
Oleksandr Filippov,€350k 
Ilombe Mboyo,€250k 
Nelson Balongo,€150k 
Théo Defourny,€500k 
Jonathan De Bie,€100k 
Nicolas Alavoine,€25k 
Florian Le Joncour,€400k 
Gilles Ruyssen,€400k 
Abdoul Karim Danté,€250k 
Ibrahima Sory Sankhon,€250k 
Numan Kurdic,€200k 
Yan Vorogovskiy,€600k 
Bryan Van Den Bogaert,€150k 
Jarno Libert,€250k 
Tracy Mpati Bibuangu,€200k 
Théo Gécé,€300k 
Aboubakar Keita,€300k 
Nicolas Rommens,€500k 
Thomas Ephestion,€400k 
Mehdi Terki,€150k 
Hichem Zoghlami,€25k 
Glenn Claes,€300k 
Jacob Montes,€100k 
Ivann Botella,€100k 
Lenny Nangis,€600k 
Kévin Nzuzi Mata,€500k 
Kylian Hazard,€500k 
Zakaria El Ouahdi,€350k 
Corenthyn Lavie,€200k 
Joeri Dequevy,€50k 
Obbi Oulare,€600k 
William Togui,€300k 
Alexis Gonçalves Pereira,€200k 
Igor de Camargo,€100k 
Hendrik Van Crombrugge,€5.50m 
Bart Verbruggen,€750k 
Colin Coosemans,€300k 
Rik Vercauteren,€100k 
Taylor Harwood-Bellis,€7.00m 
Wesley Hoedt,€5.00m 
Hannes Delcroix,€3.50m 
Lisandro Magallán,€2.50m 
Zeno Debast,€2.00m 
Lucas Lissens,€600k 
Sergio Gómez,€10.00m 
Bogdan Mykhaylichenko,€1.50m 
Michael Murillo,€3.50m 
Killian Sardella,€1.60m 
Marco Kana,€4.00m 
Josh Cullen,€5.00m 
Majeed Ashimeru,€3.50m 
Kristoffer Olsson,€3.00m 
Kristian Arnstad,€1.00m 
Yari Verschaeren,€13.00m 
Anouar Ait El Hadj,€4.00m 
Lior Refaelov,€800k 
Francis Amuzu,€5.50m 
Mo Dauda,€1.20m 
Zakaria Bakkali,€250k 
Mustapha Bundu,€1.00m 
Mario Stroeykens,€1.00m 
Joshua Zirkzee,€11.00m 
Christian Kouamé,€9.00m 
Benito Raman,€3.00m 
Isaac Kiese Thelin,€2.50m 
Antoine Colassin,€450k 
Sinan Bolat,€1.50m 
Davy Roef,€1.50m 
Louis Fortin,€50k 
Jordan Torunarigha,€5.00m 
Joseph Okumu,€4.50m 
Andreas Hanche-Olsen,€4.00m 
Michael Ngadeu,€3.50m 
Bruno Godeau,€600k 
Ibrahima Cissé,€200k 
Núrio Fortuna,€3.00m 
Christopher Operi,€500k 
Cederick Van Daele,€25k 
Julien De Sart,€3.00m 
Elisha Owusu,€2.50m 
Sulayman Marreh,€400k 
Adewale Oladoye,€200k 
Vadis Odjidja-Ofoe,€1.30m 
Sven Kums,€800k 
Wouter George,€150k 
Alessio Castro-Montes,€4.20m 
Matisse Samoise,€4.00m 
Andrew Hjulsager,€2.50m 
Giorgi Chakvetadze,€2.00m 
Roman Bezus,€1.50m 
Tarik Tissoudali,€7.50m 
Vakoun Bayo,€3.20m 
Gianni Bruno,€1.30m 
Laurent Depoitre,€800k 
Darko Lemajic,€650k 
Yonas Malede,€500k 
Ilombe Mboyo,€250k 
Chinonso Emeka,€150k 
